3.987  987.951087  0.01
3.988  987.932557  0.01
3.989  987.915959  0.01
3.99  987.90123  0.01
3.991  987.888277  0.01
3.992  987.877088  0.01
3.993  987.867564  0.01
3.994  987.859718  0.01
3.995  987.853465  0.01
3.996  987.848813  0.01
3.997  987.845716  0.01
3.998  987.844164  0.01
3.999  987.844148  0.01
4.0  987.845654  0.01
4.001  987.848679  0.01
4.002  987.853225  0.01
4.003  987.859308  0.01
4.004  987.866936  0.01
4.005  987.87612  0.01
4.006  987.886904  0.01
4.007  987.899281  0.01
4.008  987.913335  0.01
4.009  987.929054  0.01
4.01  987.946535  0.01
4.011  987.965791  0.01
4.012  987.986913  0.01
4.013  988.009964  0.01
4.014  988.035009  0.01
4.015  988.06218  0.01
4.016  988.091515  0.01
4.017  988.123227  0.01
4.018  988.157333  0.01
4.019  988.194113  0.01
4.02  988.244304  0.01
4.021  988.370287  0.01
4.022  988.504927  0.01
4.023  988.612183  0.01
4.024  988.673286  0.01
4.025  988.685846  0.01
4.026  988.664803  0.01
4.027  988.641046  0.01
4.028  988.681049  0.01
4.029  988.759509  0.01
4.03  988.845431  0.01
4.031  988.939709  0.01
4.032  989.044374  0.01
4.033  989.161236  0.01
4.034  989.294204  0.01
4.035  989.448136  0.01
4.036  989.634279  0.01
4.037  989.885801  0.01
4.038  990.48849  0.01
4.039  991.221626  0.01
4.04  991.919546  0.01
4.041  992.47132  0.01
4.042  992.723416  0.01
4.043  992.72578  0.01
4.044  992.728147  0.01
4.045  992.73052  0.01
4.046  992.732897  0.01
4.047  992.735275  0.01
4.048  992.737655  0.01
4.049  992.740038  0.01
4.05  992.742425  0.01
5.45  994.44058  0.01
5.451  994.435853  0.01
5.452  994.431115  0.01
5.453  994.426365  0.01
5.454  994.421602  0.01
5.455  994.416828  0.01
5.456  994.412041  0.01
5.457  994.40724  0.01
5.458  994.402429  0.01
5.459  994.22125  0.01
5.46  993.830048  0.01
5.461  993.337794  0.01
5.462  992.750621  0.01
5.463  992.133355  0.01
5.464  991.777322  0.01
5.465  991.382805  0.01
5.466  991.010768  0.01
5.467  990.817484  0.01
5.468  990.698011  0.01
5.469  990.59072  0.01
5.47  990.4938  0.01
5.471  990.40522  0.01
5.472  990.324087  0.01
5.473  990.24919  0.01
5.474  990.17999  0.01
5.475  990.115733  0.01
5.476  990.056015  0.01
5.477  990.000375  0.01
5.478  989.948461  0.01
5.479  989.900014  0.01
5.48  989.8547  0.01
5.481  989.812397  0.01
5.482  989.77279  0.01
5.483  989.735839  0.01
5.484  989.701264  0.01
5.485  989.669046  0.01
5.486  989.638972  0.01
5.487  989.611008  0.01
5.488  989.585027  0.01
5.489  989.560962  0.01
5.49  989.538751  0.01
5.491  989.518303  0.01
5.492  989.499605  0.01
5.493  989.482559  0.01
5.494  989.467177  0.01
5.495  989.453376  0.01
5.496  989.441162  0.01
5.497  989.430492  0.01
5.498  989.421353  0.01
5.499  989.413738  0.01
5.5  989.407632  0.01
5.501  989.403033  0.01
5.502  989.399939  0.01
5.503  989.398362  0.01
5.504  989.398314  0.01
5.505  989.399806  0.01
5.506  989.402883  0.01
5.507  989.407539  0.01
5.508  989.413857  0.01
5.509  989.421826  0.01
5.51  989.431543  0.01
5.511  989.443023  0.01
5.512  989.456354  0.01
5.513  989.471601  0.01
5.514  989.488829  0.01
5.515  989.50817  0.01
5.516  989.52966  0.01
5.517  989.55351  0.01
5.518  989.579739  0.01
5.519  989.608627  0.01
5.52  989.640214  0.01
5.521  989.674814  0.01
5.522  989.712551  0.01
5.523  989.753756  0.01
5.524  989.798689  0.01
5.525  989.847704  0.01
5.526  989.90126  0.01
5.527  989.959761  0.01
5.528  990.023962  0.01
5.529  990.094402  0.01
5.53  990.172291  0.01
5.531  990.258523  0.01
5.532  990.35513  0.01
5.533  990.46392  0.01
5.534  990.588806  0.01
5.535  990.734641  0.01
5.536  990.912676  0.01
5.537  991.162596  0.01
5.538  991.776562  0.01
5.539  992.505804  0.01
5.54  993.187786  0.01
5.541  993.714677  0.01
5.542  993.952891  0.01
5.543  993.947045  0.01
5.544  993.941184  0.01
5.545  993.93531  0.01
5.546  993.929423  0.01
5.547  993.923525  0.01
5.548  993.917614  0.01
5.549  993.911692  0.01
5.55  993.905758  0.01
6.95  975.65261  0.01
6.951  975.635327  0.01
6.952  975.618048  0.01
6.953  975.600775  0.01
6.954  975.583502  0.01
6.955  975.56623  0.01
6.956  975.548957  0.01
6.957  975.531683  0.01
6.958  975.51441  0.01
6.959  975.247404  0.01
6.96  974.688165  0.01
6.961  974.08043  0.01
6.962  973.481176  0.01
6.963  973.004579  0.01
6.964  972.823778  0.01
6.965  972.620479  0.01
6.966  972.353715  0.01
6.967  972.075286  0.01
6.968  971.777809  0.01
6.969  971.566523  0.01
6.97  971.464406  0.01
6.971  971.519821  0.01
6.972  971.662278  0.01
6.973  971.841163  0.01
6.974  972.022628  0.01
6.975  972.170798  0.01
6.976  972.22315  0.01
6.977  972.170462  0.01
6.978  972.120392  0.01
6.979  972.072759  0.01
6.98  972.02733  0.01
6.981  971.98402  0.01
6.982  971.942608  0.01
6.983  971.882979  0.01
6.984  971.698338  0.01
6.985  971.440874  0.01
6.986  971.141193  0.01
6.987  970.832789  0.01
6.988  970.541777  0.01
6.989  970.319423  0.01
6.99  970.258949  0.01
6.991  970.226476  0.01
6.992  970.195765  0.01
6.993  970.166716  0.01
6.994  970.139342  0.01
6.995  970.113561  0.01
6.996  970.089374  0.01
6.997  970.066737  0.01
6.998  970.045642  0.01
6.999  970.02608  0.01
7.0  970.008039  0.01
7.001  969.991517  0.01
7.002  969.976516  0.01
7.003  969.963051  0.01
7.004  969.951129  0.01
7.005  969.940763  0.01
7.006  969.931997  0.01
7.007  969.924824  0.01
7.008  969.919329  0.01
7.009  969.915499  0.01
7.01  969.913432  0.01
7.011  969.913143  0.01
7.012  969.914723  0.01
7.013  969.918237  0.01
7.014  969.923749  0.01
7.015  969.931387  0.01
7.016  969.941185  0.01
7.017  969.953356  0.01
7.018  969.96792  0.01
7.019  969.985155  0.01
7.02  970.005102  0.01
7.021  970.028076  0.01
7.022  970.054201  0.01
7.023  970.083808  0.01
7.024  970.117157  0.01
7.025  970.154601  0.01
7.026  970.196602  0.01
7.027  970.243562  0.01
7.028  970.296233  0.01
7.029  970.355154  0.01
7.03  970.421539  0.01
7.031  970.496285  0.01
7.032  970.581427  0.01
7.033  970.678764  0.01
7.034  970.792207  0.01
7.035  970.92661  0.01
7.036  971.093222  0.01
7.037  971.325211  0.01
7.038  971.908368  0.01
7.039  972.62197  0.01
7.04  973.300358  0.01
7.041  973.8326  0.01
7.042  974.065167  0.01
7.043  974.048007  0.01
7.044  974.03085  0.01
7.045  974.013694  0.01
7.046  973.996539  0.01
7.047  973.979384  0.01
7.048  973.96223  0.01
7.049  973.945077  0.01
8.451  958.297618  0.01
8.452  958.295473  0.01
8.453  958.293341  0.01
8.454  958.291223  0.01
8.455  958.289119  0.01
8.456  958.287029  0.01
8.457  958.284957  0.01
8.458  958.282904  0.01
8.459  958.074316  0.01
8.46  957.534905  0.01
8.461  956.839969  0.01
8.462  956.103874  0.01
8.463  955.478629  0.01
8.464  955.195927  0.01
8.465  955.010186  0.01
8.466  954.856669  0.01
8.467  954.724126  0.01
8.468  954.607703  0.01
8.469  954.503488  0.01
8.47  954.409672  0.01
8.471  954.324224  0.01
8.472  954.246251  0.01
8.473  954.174541  0.01
8.474  954.108557  0.01
8.475  954.047542  0.01
8.476  953.991094  0.01
8.477  953.938753  0.01
8.478  953.890165  0.01
8.479  953.874082  0.01
8.48  953.970026  0.01
8.481  954.103782  0.01
8.482  954.242682  0.01
8.483  954.366243  0.01
8.484  954.46009  0.01
8.485  954.515568  0.01
8.486  954.528573  0.01
8.487  954.498363  0.01
8.488  954.425877  0.01
8.489  954.313661  0.01
8.49  954.166667  0.01
8.491  953.993361  0.01
8.492  953.806759  0.01
8.493  953.626211  0.01
8.494  953.485124  0.01
8.495  953.456027  0.01
8.496  953.447641  0.01
8.497  953.440824  0.01
8.498  953.435563  0.01
8.499  953.539945  0.01
8.5  953.766906  0.01
8.501  954.034566  0.01
8.502  954.307449  0.01
8.503  954.556609  0.01
8.504  954.755248  0.01
8.505  954.868524  0.01
8.506  954.874973  0.01
8.507  954.880728  0.01
8.508  954.88767  0.01
8.509  954.89579  0.01
8.51  954.905157  0.01
8.511  954.915781  0.01
8.512  954.927725  0.01
8.513  954.941033  0.01
8.514  954.88774  0.01
8.515  954.723615  0.01
8.516  954.503616  0.01
8.517  954.259511  0.01
8.518  954.02151  0.01
8.519  953.825367  0.01
8.52  953.746756  0.01
8.521  953.785871  0.01
8.522  953.828149  0.01
8.523  953.873921  0.01
8.524  953.923447  0.01
8.525  953.97708  0.01
8.526  954.035279  0.01
8.527  954.098449  0.01
8.528  954.167344  0.01
8.529  954.242503  0.01
8.53  954.325136  0.01
8.531  954.416137  0.01
8.532  954.517538  0.01
8.533  954.631148  0.01
8.534  954.760877  0.01
8.535  954.911583  0.01
8.536  955.094513  0.01
8.537  955.342833  0.01
8.538  955.942336  0.01
8.539  956.672297  0.01
8.54  957.367057  0.01
8.541  957.915686  0.01
8.542  958.164656  0.01
8.543  958.16391  0.01
8.544  958.163183  0.01
8.545  958.162474  0.01
8.546  958.161777  0.01
8.547  958.16109  0.01
8.548  958.160416  0.01
8.549  958.159754  0.01
9.951  970.759675  0.01
9.952  970.776077  0.01
9.953  970.792486  0.01
9.954  970.8089  0.01
9.955  970.82532  0.01
9.956  970.841746  0.01
9.957  970.858177  0.01
9.958  970.874613  0.01
9.959  970.641319  0.01
9.96  970.108349  0.01
9.961  969.429236  0.01
9.962  968.714911  0.01
9.963  968.131036  0.01
9.964  967.898332  0.01
9.965  967.731007  0.01
9.966  967.595894  0.01
9.967  967.481743  0.01
9.968  967.383705  0.01
9.969  967.297863  0.01
9.97  967.23258  0.01
9.971  967.32964  0.01
9.972  967.518675  0.01
9.973  967.751898  0.01
9.974  967.982431  0.01
9.975  968.01355  0.01
9.976  967.758317  0.01
9.977  967.43537  0.01
9.978  967.134564  0.01
9.979  966.883743  0.01
9.98  966.798998  0.01
9.981  966.778365  0.01
9.982  966.760444  0.01
9.983  966.745195  0.01
9.984  966.73234  0.01
9.985  966.72186  0.01
9.986  966.713542  0.01
9.987  966.707353  0.01
9.988  966.703161  0.01
9.989  966.700899  0.01
9.99  966.700508  0.01
9.991  966.701905  0.01
9.992  966.705072  0.01
9.993  966.709907  0.01
9.994  966.716422  0.01
9.995  966.724531  0.01
9.996  966.734241  0.01
9.997  966.745515  0.01
9.998  966.758341  0.01
9.999  966.77271  0.01
10.0  966.788607  0.01
10.001  966.80603  0.01
10.002  966.824981  0.01
10.003  966.845472  0.01
10.004  966.867513  0.01
10.005  966.891113  0.01
10.006  966.916315  0.01
10.007  966.943112  0.01
10.008  966.971589  0.01
10.009  967.003032  0.01
10.01  967.142219  0.01
10.011  967.337399  0.01
10.012  967.545262  0.01
10.013  967.743769  0.01
10.014  967.918084  0.01
10.015  968.058213  0.01
10.016  968.157731  0.01
10.017  968.213151  0.01
10.018  968.222845  0.01
10.019  968.187906  0.01
10.02  968.113267  0.01
10.021  968.009591  0.01
10.022  967.89304  0.01
10.023  967.78651  0.01
10.024  967.727014  0.01
10.025  967.784518  0.01
10.026  967.860505  0.01
10.027  968.02702  0.01
10.028  968.328199  0.01
10.029  968.666809  0.01
10.03  969.010038  0.01
10.031  969.316092  0.01
10.032  969.541452  0.01
10.033  969.642919  0.01
10.034  969.75117  0.01
10.035  969.844644  0.01
10.036  969.834485  0.01
10.037  969.859282  0.01
10.038  970.248031  0.01
10.039  970.811342  0.01
10.04  971.440258  0.01
10.041  972.006515  0.01
10.042  972.273097  0.01
10.043  972.289953  0.01
10.044  972.306811  0.01
10.045  972.323672  0.01
10.046  972.340535  0.01
10.047  972.3574  0.01
10.048  972.374267  0.01
10.049  972.391134  0.01
11.451  992.855361  0.01
11.452  992.864287  0.01
11.453  992.873206  0.01
11.454  992.882119  0.01
11.455  992.891026  0.01
11.456  992.899926  0.01
11.457  992.908819  0.01
11.458  992.917706  0.01
11.459  992.676854  0.01
11.46  992.136314  0.01
11.461  991.449622  0.01
11.462  990.727705  0.01
11.463  990.136226  0.01
11.464  989.895907  0.01
11.465  989.720957  0.01
11.466  989.578209  0.01
11.467  989.456415  0.01
11.468  989.350719  0.01
11.469  989.25721  0.01
11.47  989.174078  0.01
11.471  989.099292  0.01
11.472  989.031958  0.01
11.473  988.970866  0.01
11.474  988.915475  0.01
11.475  988.865033  0.01
11.476  988.819133  0.01
11.477  988.777317  0.01
11.478  988.739228  0.01
11.479  988.704608  0.01
11.48  988.673123  0.01
11.481  988.644657  0.01
11.482  988.618894  0.01
11.483  988.595794  0.01
11.484  988.575079  0.01
11.485  988.556729  0.01
11.486  988.540532  0.01
11.487  988.526453  0.01
11.488  988.514359  0.01
11.489  988.504186  0.01
11.49  988.49587  0.01
11.491  988.48932  0.01
11.492  988.484524  0.01
11.493  988.481383  0.01
11.494  988.47991  0.01
11.495  988.480022  0.01
11.496  988.481724  0.01
11.497  988.484972  0.01
11.498  988.489756  0.01
11.499  988.596221  0.01
11.5  988.849293  0.01
11.501  989.163243  0.01
11.502  989.4964  0.01
11.503  989.782309  0.01
11.504  989.887909  0.01
11.505  989.736435  0.01
11.506  989.452919  0.01
11.507  989.150504  0.01
11.508  988.880931  0.01
11.509  988.68851  0.01
11.51  988.66747  0.01
11.511  988.692942  0.01
11.512  988.720269  0.01
11.513  988.749513  0.01
11.514  988.78074  0.01
11.515  988.814078  0.01
11.516  988.849566  0.01
11.517  988.88742  0.01
11.518  988.927658  0.01
11.519  988.970559  0.01
11.52  989.016163  0.01
11.521  989.064786  0.01
11.522  989.11655  0.01
11.523  989.171788  0.01
11.524  989.230759  0.01
11.525  989.293816  0.01
11.526  989.361418  0.01
11.527  989.433969  0.01
11.528  989.512225  0.01
11.529  989.596724  0.01
11.53  989.688677  0.01
11.531  989.788976  0.01
11.532  989.899655  0.01
11.533  990.036288  0.01
11.534  990.293969  0.01
11.535  990.623401  0.01
11.536  990.897695  0.01
11.537  991.168637  0.01
11.538  991.71359  0.01
11.539  992.333058  0.01
11.54  992.903244  0.01
11.541  993.380322  0.01
11.542  993.638343  0.01
11.543  993.646623  0.01
11.544  993.654896  0.01
11.545  993.663161  0.01
11.546  993.671419  0.01
11.547  993.679668  0.01
11.548  993.687909  0.01
11.549  993.69614  0.01
